Kommune;Indikator;Indikator_Original;Einheit;Jahr;Wert;Dateiname
Bochum, kreisfreie Stadt;SGB II-/SGB XII-Quote;SGB II-/SGB XII-Quote (%);%;2016;16.3;bochum_SGB_II_XII_Quote.csv
Bochum, kreisfreie Stadt;SGB II-/SGB XII-Quote;SGB II-/SGB XII-Quote (%);%;2017;16.6;bochum_SGB_II_XII_Quote.csv
Bochum, kreisfreie Stadt;SGB II-/SGB XII-Quote;SGB II-/SGB XII-Quote (%);%;2018;16.3;bochum_SGB_II_XII_Quote.csv
Bochum, kreisfreie Stadt;SGB II-/SGB XII-Quote;SGB II-/SGB XII-Quote (%);%;2019;15.9;bochum_SGB_II_XII_Quote.csv
Bochum, kreisfreie Stadt;SGB II-/SGB XII-Quote;SGB II-/SGB XII-Quote (%);%;2020;15.8;bochum_SGB_II_XII_Quote.csv
Bochum, kreisfreie Stadt;SGB II-/SGB XII-Quote;SGB II-/SGB XII-Quote (%);%;2021;15.1;bochum_SGB_II_XII_Quote.csv
Bochum, kreisfreie Stadt;SGB II-/SGB XII-Quote;SGB II-/SGB XII-Quote (%);%;2022;15.0;bochum_SGB_II_XII_Quote.csv
Bochum, kreisfreie Stadt;SGB II-/SGB XII-Quote;SGB II-/SGB XII-Quote (%);%;2023;14.9;bochum_SGB_II_XII_Quote.csv
Bochum, kreisfreie Stadt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt (%);%;2016;2.2;bochum_Schulabgaenger_ohne_Hauptschulabschluss.csv
Bochum, kreisfreie Stadt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt (%);%;2017;2.7;bochum_Schulabgaenger_ohne_Hauptschulabschluss.csv
Bochum, kreisfreie Stadt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt (%);%;2018;2.9;bochum_Schulabgaenger_ohne_Hauptschulabschluss.csv
Bochum, kreisfreie Stadt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt (%);%;2019;3.4;bochum_Schulabgaenger_ohne_Hauptschulabschluss.csv
Bochum, kreisfreie Stadt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt (%);%;2020;2.5;bochum_Schulabgaenger_ohne_Hauptschulabschluss.csv
Bochum, kreisfreie Stadt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt (%);%;2021;2.7;bochum_Schulabgaenger_ohne_Hauptschulabschluss.csv
Bochum, kreisfreie Stadt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt (%);%;2022;3.8;bochum_Schulabgaenger_ohne_Hauptschulabschluss.csv
Bochum, kreisfreie Stadt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt;Schulabgänger:innen allgmb. Schulen ohne Hauptschulabschluss - Gesamt (%);%;2023;2.3;bochum_Schulabgaenger_ohne_Hauptschulabschluss.csv
Bochum, kreisfreie Stadt;Siedlungslast im Überschwemmungsgebiet;Siedlungslast im Überschwemmungsgebiet (%);%;2016;20.0;bochum_Siedlungslast_Ueberschwemmungsgebiet.csv
Bochum, kreisfreie Stadt;Siedlungslast im Überschwemmungsgebiet;Siedlungslast im Überschwemmungsgebiet (%);%;2017;20.1;bochum_Siedlungslast_Ueberschwemmungsgebiet.csv
Bochum, kreisfreie Stadt;Siedlungslast im Überschwemmungsgebiet;Siedlungslast im Überschwemmungsgebiet (%);%;2018;20.2;bochum_Siedlungslast_Ueberschwemmungsgebiet.csv
Bochum, kreisfreie Stadt;Siedlungslast im Überschwemmungsgebiet;Siedlungslast im Überschwemmungsgebiet (%);%;2019;20.0;bochum_Siedlungslast_Ueberschwemmungsgebiet.csv
Bochum, kreisfreie Stadt;Siedlungslast im Überschwemmungsgebiet;Siedlungslast im Überschwemmungsgebiet (%);%;2020;20.0;bochum_Siedlungslast_Ueberschwemmungsgebiet.csv
Bochum, kreisfreie Stadt;Siedlungslast im Überschwemmungsgebiet;Siedlungslast im Überschwemmungsgebiet (%);%;2021;20.0;bochum_Siedlungslast_Ueberschwemmungsgebiet.csv
Bochum, kreisfreie Stadt;Siedlungslast im Überschwemmungsgebiet;Siedlungslast im Überschwemmungsgebiet (%);%;2022;20.1;bochum_Siedlungslast_Ueberschwemmungsgebiet.csv
Bochum, kreisfreie Stadt;Siedlungslast im Überschwemmungsgebiet;Siedlungslast im Überschwemmungsgebiet (%);%;2023;20.1;bochum_Siedlungslast_Ueberschwemmungsgebiet.csv
Bochum, kreisfreie Stadt;Steuereinnahmen pro Einwohner:in;Steuereinnahmen pro Einwohner:in (Euro je Einwohner:in);Euro je Einwohner:in;2016;1068.0;bochum_Steuereinnahmen.csv
Bochum, kreisfreie Stadt;Steuereinnahmen pro Einwohner:in;Steuereinnahmen pro Einwohner:in (Euro je Einwohner:in);Euro je Einwohner:in;2017;1121.0;bochum_Steuereinnahmen.csv
Bochum, kreisfreie Stadt;Steuereinnahmen pro Einwohner:in;Steuereinnahmen pro Einwohner:in (Euro je Einwohner:in);Euro je Einwohner:in;2018;1224.0;bochum_Steuereinnahmen.csv
Bochum, kreisfreie Stadt;Steuereinnahmen pro Einwohner:in;Steuereinnahmen pro Einwohner:in (Euro je Einwohner:in);Euro je Einwohner:in;2019;1273.0;bochum_Steuereinnahmen.csv
Bochum, kreisfreie Stadt;Steuereinnahmen pro Einwohner:in;Steuereinnahmen pro Einwohner:in (Euro je Einwohner:in);Euro je Einwohner:in;2020;1293.0;bochum_Steuereinnahmen.csv
Bochum, kreisfreie Stadt;Steuereinnahmen pro Einwohner:in;Steuereinnahmen pro Einwohner:in (Euro je Einwohner:in);Euro je Einwohner:in;2021;1359.0;bochum_Steuereinnahmen.csv
Bochum, kreisfreie Stadt;Steuereinnahmen pro Einwohner:in;Steuereinnahmen pro Einwohner:in (Euro je Einwohner:in);Euro je Einwohner:in;2022;1399.0;bochum_Steuereinnahmen.csv
Bochum, kreisfreie Stadt;Steuereinnahmen pro Einwohner:in;Steuereinnahmen pro Einwohner:in (Euro je Einwohner:in);Euro je Einwohner:in;2023;1471.0;bochum_Steuereinnahmen.csv
Bochum, kreisfreie Stadt;Strom aus erneuerbaren Quellen;Strom aus erneuerbaren Quellen (kW je Einwohner:in);kW je Einwohner:in;2016;;bochum_Strom_aus_erneuerbaren_Quellen.csv
Bochum, kreisfreie Stadt;Strom aus erneuerbaren Quellen;Strom aus erneuerbaren Quellen (kW je Einwohner:in);kW je Einwohner:in;2017;;bochum_Strom_aus_erneuerbaren_Quellen.csv
Bochum, kreisfreie Stadt;Strom aus erneuerbaren Quellen;Strom aus erneuerbaren Quellen (kW je Einwohner:in);kW je Einwohner:in;2018;;bochum_Strom_aus_erneuerbaren_Quellen.csv
Bochum, kreisfreie Stadt;Strom aus erneuerbaren Quellen;Strom aus erneuerbaren Quellen (kW je Einwohner:in);kW je Einwohner:in;2019;0.13;bochum_Strom_aus_erneuerbaren_Quellen.csv
Bochum, kreisfreie Stadt;Strom aus erneuerbaren Quellen;Strom aus erneuerbaren Quellen (kW je Einwohner:in);kW je Einwohner:in;2020;0.14;bochum_Strom_aus_erneuerbaren_Quellen.csv
Bochum, kreisfreie Stadt;Strom aus erneuerbaren Quellen;Strom aus erneuerbaren Quellen (kW je Einwohner:in);kW je Einwohner:in;2021;0.15;bochum_Strom_aus_erneuerbaren_Quellen.csv
Bochum, kreisfreie Stadt;Strom aus erneuerbaren Quellen;Strom aus erneuerbaren Quellen (kW je Einwohner:in);kW je Einwohner:in;2022;;bochum_Strom_aus_erneuerbaren_Quellen.csv
Bochum, kreisfreie Stadt;Strom aus erneuerbaren Quellen;Strom aus erneuerbaren Quellen (kW je Einwohner:in);kW je Einwohner:in;2023;0.17;bochum_Strom_aus_erneuerbaren_Quellen.csv
Bochum, kreisfreie Stadt;Unter 3-Jährige in Tageseinrichtungen;Unter 3-Jährige in Tageseinrichtungen (%);%;2016;14.4;bochum_U3_in_Tageseinrichtungen.csv
Bochum, kreisfreie Stadt;Unter 3-Jährige in Tageseinrichtungen;Unter 3-Jährige in Tageseinrichtungen (%);%;2017;14.7;bochum_U3_in_Tageseinrichtungen.csv
Bochum, kreisfreie Stadt;Unter 3-Jährige in Tageseinrichtungen;Unter 3-Jährige in Tageseinrichtungen (%);%;2018;14.3;bochum_U3_in_Tageseinrichtungen.csv
Bochum, kreisfreie Stadt;Unter 3-Jährige in Tageseinrichtungen;Unter 3-Jährige in Tageseinrichtungen (%);%;2019;14.9;bochum_U3_in_Tageseinrichtungen.csv
Bochum, kreisfreie Stadt;Unter 3-Jährige in Tageseinrichtungen;Unter 3-Jährige in Tageseinrichtungen (%);%;2020;;bochum_U3_in_Tageseinrichtungen.csv
Bochum, kreisfreie Stadt;Unter 3-Jährige in Tageseinrichtungen;Unter 3-Jährige in Tageseinrichtungen (%);%;2021;16.1;bochum_U3_in_Tageseinrichtungen.csv
Bochum, kreisfreie Stadt;Unter 3-Jährige in Tageseinrichtungen;Unter 3-Jährige in Tageseinrichtungen (%);%;2022;16.8;bochum_U3_in_Tageseinrichtungen.csv
Bochum, kreisfreie Stadt;Unter 3-Jährige in Tageseinrichtungen;Unter 3-Jährige in Tageseinrichtungen (%);%;2023;18.2;bochum_U3_in_Tageseinrichtungen.csv
Bochum, kreisfreie Stadt;Verhältnis der Beschäftigungsquote von Frauen und Männern;Verhältnis der Beschäftigungsquote von Frauen und Männern (%);%;2016;88.7;bochum_Verhaeltnis_Beschaeftigung_Frauen_Maenner.csv
Bochum, kreisfreie Stadt;Verhältnis der Beschäftigungsquote von Frauen und Männern;Verhältnis der Beschäftigungsquote von Frauen und Männern (%);%;2017;88.4;bochum_Verhaeltnis_Beschaeftigung_Frauen_Maenner.csv
Bochum, kreisfreie Stadt;Verhältnis der Beschäftigungsquote von Frauen und Männern;Verhältnis der Beschäftigungsquote von Frauen und Männern (%);%;2018;87.3;bochum_Verhaeltnis_Beschaeftigung_Frauen_Maenner.csv
Bochum, kreisfreie Stadt;Verhältnis der Beschäftigungsquote von Frauen und Männern;Verhältnis der Beschäftigungsquote von Frauen und Männern (%);%;2019;86.9;bochum_Verhaeltnis_Beschaeftigung_Frauen_Maenner.csv
Bochum, kreisfreie Stadt;Verhältnis der Beschäftigungsquote von Frauen und Männern;Verhältnis der Beschäftigungsquote von Frauen und Männern (%);%;2020;87.1;bochum_Verhaeltnis_Beschaeftigung_Frauen_Maenner.csv
Bochum, kreisfreie Stadt;Verhältnis der Beschäftigungsquote von Frauen und Männern;Verhältnis der Beschäftigungsquote von Frauen und Männern (%);%;2021;86.9;bochum_Verhaeltnis_Beschaeftigung_Frauen_Maenner.csv
Bochum, kreisfreie Stadt;Verhältnis der Beschäftigungsquote von Frauen und Männern;Verhältnis der Beschäftigungsquote von Frauen und Männern (%);%;2022;85.5;bochum_Verhaeltnis_Beschaeftigung_Frauen_Maenner.csv
Bochum, kreisfreie Stadt;Verhältnis der Beschäftigungsquote von Frauen und Männern;Verhältnis der Beschäftigungsquote von Frauen und Männern (%);%;2023;85.6;bochum_Verhaeltnis_Beschaeftigung_Frauen_Maenner.csv
Bochum, kreisfreie Stadt;Verunglückte im Verkehr;Verunglückte im Verkehr (Verunglückte je 1.000 Einwohner:innen);Verunglückte je 1.000 Einwohner:innen;2016;3.2;bochum_Verunglueckte_im_Verkehr.csv
Bochum, kreisfreie Stadt;Verunglückte im Verkehr;Verunglückte im Verkehr (Verunglückte je 1.000 Einwohner:innen);Verunglückte je 1.000 Einwohner:innen;2017;3.0;bochum_Verunglueckte_im_Verkehr.csv
Bochum, kreisfreie Stadt;Verunglückte im Verkehr;Verunglückte im Verkehr (Verunglückte je 1.000 Einwohner:innen);Verunglückte je 1.000 Einwohner:innen;2018;3.5;bochum_Verunglueckte_im_Verkehr.csv
Bochum, kreisfreie Stadt;Verunglückte im Verkehr;Verunglückte im Verkehr (Verunglückte je 1.000 Einwohner:innen);Verunglückte je 1.000 Einwohner:innen;2019;3.5;bochum_Verunglueckte_im_Verkehr.csv
Bochum, kreisfreie Stadt;Verunglückte im Verkehr;Verunglückte im Verkehr (Verunglückte je 1.000 Einwohner:innen);Verunglückte je 1.000 Einwohner:innen;2020;3.4;bochum_Verunglueckte_im_Verkehr.csv
Bochum, kreisfreie Stadt;Verunglückte im Verkehr;Verunglückte im Verkehr (Verunglückte je 1.000 Einwohner:innen);Verunglückte je 1.000 Einwohner:innen;2021;3.0;bochum_Verunglueckte_im_Verkehr.csv
Bochum, kreisfreie Stadt;Verunglückte im Verkehr;Verunglückte im Verkehr (Verunglückte je 1.000 Einwohner:innen);Verunglückte je 1.000 Einwohner:innen;2022;3.6;bochum_Verunglueckte_im_Verkehr.csv
Bochum, kreisfreie Stadt;Verunglückte im Verkehr;Verunglückte im Verkehr (Verunglückte je 1.000 Einwohner:innen);Verunglückte je 1.000 Einwohner:innen;2023;3.8;bochum_Verunglueckte_im_Verkehr.csv
Bochum, kreisfreie Stadt;Vorzeitige Sterblichkeit - Gesamt;Vorzeitige Sterblichkeit - Gesamt (Todesfälle je 1.000 Einwohner:innen);Todesfälle je 1.000 Einwohner:innen;2016;2.8;bochum_Vorzeitige_Sterblichkeit.csv
Bochum, kreisfreie Stadt;Vorzeitige Sterblichkeit - Gesamt;Vorzeitige Sterblichkeit - Gesamt (Todesfälle je 1.000 Einwohner:innen);Todesfälle je 1.000 Einwohner:innen;2017;2.8;bochum_Vorzeitige_Sterblichkeit.csv
Bochum, kreisfreie Stadt;Vorzeitige Sterblichkeit - Gesamt;Vorzeitige Sterblichkeit - Gesamt (Todesfälle je 1.000 Einwohner:innen);Todesfälle je 1.000 Einwohner:innen;2018;;bochum_Vorzeitige_Sterblichkeit.csv
Bochum, kreisfreie Stadt;Vorzeitige Sterblichkeit - Gesamt;Vorzeitige Sterblichkeit - Gesamt (Todesfälle je 1.000 Einwohner:innen);Todesfälle je 1.000 Einwohner:innen;2019;2.7;bochum_Vorzeitige_Sterblichkeit.csv
Bochum, kreisfreie Stadt;Vorzeitige Sterblichkeit - Gesamt;Vorzeitige Sterblichkeit - Gesamt (Todesfälle je 1.000 Einwohner:innen);Todesfälle je 1.000 Einwohner:innen;2020;2.7;bochum_Vorzeitige_Sterblichkeit.csv
Bochum, kreisfreie Stadt;Vorzeitige Sterblichkeit - Gesamt;Vorzeitige Sterblichkeit - Gesamt (Todesfälle je 1.000 Einwohner:innen);Todesfälle je 1.000 Einwohner:innen;2021;3.0;bochum_Vorzeitige_Sterblichkeit.csv
Bochum, kreisfreie Stadt;Vorzeitige Sterblichkeit - Gesamt;Vorzeitige Sterblichkeit - Gesamt (Todesfälle je 1.000 Einwohner:innen);Todesfälle je 1.000 Einwohner:innen;2022;2.8;bochum_Vorzeitige_Sterblichkeit.csv
Bochum, kreisfreie Stadt;Vorzeitige Sterblichkeit - Gesamt;Vorzeitige Sterblichkeit - Gesamt (Todesfälle je 1.000 Einwohner:innen);Todesfälle je 1.000 Einwohner:innen;2023;2.7;bochum_Vorzeitige_Sterblichkeit.csv
Bochum, kreisfreie Stadt;Wohnfläche pro Person;Wohnfläche pro Person (m²);m²;2016;41.0;bochum_Wohnflaeche.csv
Bochum, kreisfreie Stadt;Wohnfläche pro Person;Wohnfläche pro Person (m²);m²;2017;40.7;bochum_Wohnflaeche.csv
Bochum, kreisfreie Stadt;Wohnfläche pro Person;Wohnfläche pro Person (m²);m²;2018;41.3;bochum_Wohnflaeche.csv
Bochum, kreisfreie Stadt;Wohnfläche pro Person;Wohnfläche pro Person (m²);m²;2019;40.9;bochum_Wohnflaeche.csv
Bochum, kreisfreie Stadt;Wohnfläche pro Person;Wohnfläche pro Person (m²);m²;2020;41.3;bochum_Wohnflaeche.csv
Bochum, kreisfreie Stadt;Wohnfläche pro Person;Wohnfläche pro Person (m²);m²;2021;41.6;bochum_Wohnflaeche.csv
Bochum, kreisfreie Stadt;Wohnfläche pro Person;Wohnfläche pro Person (m²);m²;2022;41.4;bochum_Wohnflaeche.csv
Bochum, kreisfreie Stadt;Wohnfläche pro Person;Wohnfläche pro Person (m²);m²;2023;42.0;bochum_Wohnflaeche.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Apotheke;Wohnungsnahe Grundversorgung - Apotheke (Meter);Meter;2016;;bochum_Wohnungsnahe_Apotheke.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Apotheke;Wohnungsnahe Grundversorgung - Apotheke (Meter);Meter;2017;;bochum_Wohnungsnahe_Apotheke.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Apotheke;Wohnungsnahe Grundversorgung - Apotheke (Meter);Meter;2018;;bochum_Wohnungsnahe_Apotheke.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Apotheke;Wohnungsnahe Grundversorgung - Apotheke (Meter);Meter;2019;;bochum_Wohnungsnahe_Apotheke.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Apotheke;Wohnungsnahe Grundversorgung - Apotheke (Meter);Meter;2020;;bochum_Wohnungsnahe_Apotheke.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Apotheke;Wohnungsnahe Grundversorgung - Apotheke (Meter);Meter;2021;594.0;bochum_Wohnungsnahe_Apotheke.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Apotheke;Wohnungsnahe Grundversorgung - Apotheke (Meter);Meter;2022;;bochum_Wohnungsnahe_Apotheke.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Apotheke;Wohnungsnahe Grundversorgung - Apotheke (Meter);Meter;2023;;bochum_Wohnungsnahe_Apotheke.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Grundschule;Wohnungsnahe Grundversorgung - Grundschule (Meter);Meter;2016;;bochum_Wohnungsnahe_Grundschule.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Grundschule;Wohnungsnahe Grundversorgung - Grundschule (Meter);Meter;2017;;bochum_Wohnungsnahe_Grundschule.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Grundschule;Wohnungsnahe Grundversorgung - Grundschule (Meter);Meter;2018;619.0;bochum_Wohnungsnahe_Grundschule.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Grundschule;Wohnungsnahe Grundversorgung - Grundschule (Meter);Meter;2019;;bochum_Wohnungsnahe_Grundschule.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Grundschule;Wohnungsnahe Grundversorgung - Grundschule (Meter);Meter;2020;;bochum_Wohnungsnahe_Grundschule.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Grundschule;Wohnungsnahe Grundversorgung - Grundschule (Meter);Meter;2021;626.0;bochum_Wohnungsnahe_Grundschule.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Grundschule;Wohnungsnahe Grundversorgung - Grundschule (Meter);Meter;2022;;bochum_Wohnungsnahe_Grundschule.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Grundschule;Wohnungsnahe Grundversorgung - Grundschule (Meter);Meter;2023;;bochum_Wohnungsnahe_Grundschule.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Hausarzt;Wohnungsnahe Grundversorgung - Hausarzt (Meter);Meter;2016;;bochum_Wohnungsnaher_Hausarzt.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Hausarzt;Wohnungsnahe Grundversorgung - Hausarzt (Meter);Meter;2017;;bochum_Wohnungsnaher_Hausarzt.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Hausarzt;Wohnungsnahe Grundversorgung - Hausarzt (Meter);Meter;2018;;bochum_Wohnungsnaher_Hausarzt.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Hausarzt;Wohnungsnahe Grundversorgung - Hausarzt (Meter);Meter;2019;;bochum_Wohnungsnaher_Hausarzt.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Hausarzt;Wohnungsnahe Grundversorgung - Hausarzt (Meter);Meter;2020;;bochum_Wohnungsnaher_Hausarzt.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Hausarzt;Wohnungsnahe Grundversorgung - Hausarzt (Meter);Meter;2021;461.0;bochum_Wohnungsnaher_Hausarzt.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Hausarzt;Wohnungsnahe Grundversorgung - Hausarzt (Meter);Meter;2022;;bochum_Wohnungsnaher_Hausarzt.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Hausarzt;Wohnungsnahe Grundversorgung - Hausarzt (Meter);Meter;2023;;bochum_Wohnungsnaher_Hausarzt.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Supermarkt;Wohnungsnahe Grundversorgung - Supermarkt (Meter);Meter;2016;;bochum_Wohnungsnaher_Supermarkt.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Supermarkt;Wohnungsnahe Grundversorgung - Supermarkt (Meter);Meter;2017;;bochum_Wohnungsnaher_Supermarkt.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Supermarkt;Wohnungsnahe Grundversorgung - Supermarkt (Meter);Meter;2018;;bochum_Wohnungsnaher_Supermarkt.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Supermarkt;Wohnungsnahe Grundversorgung - Supermarkt (Meter);Meter;2019;;bochum_Wohnungsnaher_Supermarkt.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Supermarkt;Wohnungsnahe Grundversorgung - Supermarkt (Meter);Meter;2020;;bochum_Wohnungsnaher_Supermarkt.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Supermarkt;Wohnungsnahe Grundversorgung - Supermarkt (Meter);Meter;2021;508.0;bochum_Wohnungsnaher_Supermarkt.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Supermarkt;Wohnungsnahe Grundversorgung - Supermarkt (Meter);Meter;2022;;bochum_Wohnungsnaher_Supermarkt.csv
Bochum, kreisfreie Stadt;Wohnungsnahe Grundversorgung - Supermarkt;Wohnungsnahe Grundversorgung - Supermarkt (Meter);Meter;2023;;bochum_Wohnungsnaher_Supermarkt.csv
Dortmund, kreisfreie Stadt;Abwasserbehandlung;Abwasserbehandlung (%);%;2016;;dortmund_Abwasserbehandlung.csv
Dortmund, kreisfreie Stadt;Abwasserbehandlung;Abwasserbehandlung (%);%;2017;;dortmund_Abwasserbehandlung.csv
Dortmund, kreisfreie Stadt;Abwasserbehandlung;Abwasserbehandlung (%);%;2018;;dortmund_Abwasserbehandlung.csv
Dortmund, kreisfreie Stadt;Abwasserbehandlung;Abwasserbehandlung (%);%;2019;100.0;dortmund_Abwasserbehandlung.csv
Dortmund, kreisfreie Stadt;Abwasserbehandlung;Abwasserbehandlung (%);%;2020;100.0;dortmund_Abwasserbehandlung.csv
Dortmund, kreisfreie Stadt;Abwasserbehandlung;Abwasserbehandlung (%);%;2021;100.0;dortmund_Abwasserbehandlung.csv
Dortmund, kreisfreie Stadt;Abwasserbehandlung;Abwasserbehandlung (%);%;2022;100.0;dortmund_Abwasserbehandlung.csv
Dortmund, kreisfreie Stadt;Abwasserbehandlung;Abwasserbehandlung (%);%;2023;100.0;dortmund_Abwasserbehandlung.csv
Dortmund, kreisfreie Stadt;Altersarmut;Altersarmut (%);%;2016;6.4;dortmund_Altersarmut.csv
Dortmund, kreisfreie Stadt;Altersarmut;Altersarmut (%);%;2017;6.5;dortmund_Altersarmut.csv
Dortmund, kreisfreie Stadt;Altersarmut;Altersarmut (%);%;2018;6.7;dortmund_Altersarmut.csv
Dortmund, kreisfreie Stadt;Altersarmut;Altersarmut (%);%;2019;6.8;dortmund_Altersarmut.csv
Dortmund, kreisfreie Stadt;Altersarmut;Altersarmut (%);%;2020;6.7;dortmund_Altersarmut.csv
Dortmund, kreisfreie Stadt;Altersarmut;Altersarmut (%);%;2021;7.0;dortmund_Altersarmut.csv
Dortmund, kreisfreie Stadt;Altersarmut;Altersarmut (%);%;2022;7.6;dortmund_Altersarmut.csv
Dortmund, kreisfreie Stadt;Altersarmut;Altersarmut (%);%;2023;7.9;dortmund_Altersarmut.csv
Dortmund, kreisfreie Stadt;Beschäftigungsquote;Beschäftigungsquote (%);%;2016;51.2;dortmund_Beschaeftigungsquote.csv
Dortmund, kreisfreie Stadt;Beschäftigungsquote;Beschäftigungsquote (%);%;2017;52.7;dortmund_Beschaeftigungsquote.csv
Dortmund, kreisfreie Stadt;Beschäftigungsquote;Beschäftigungsquote (%);%;2018;54.2;dortmund_Beschaeftigungsquote.csv
Dortmund, kreisfreie Stadt;Beschäftigungsquote;Beschäftigungsquote (%);%;2019;55.2;dortmund_Beschaeftigungsquote.csv
